FileName,DomainID,ConversationID,UtteranceID,SpeakerID,PlainText
2_0024_0018_B,2,24,18,B,好的，您有什么问题再随时问我。
2_0025_0001_A,2,25,1,A,你好。
2_0025_0002_B,2,25,2,B,您好，请问有什么能为您服务的。
2_0025_0003_A,2,25,3,A,想问一下你们养老院一共有多少床位呢？
2_0025_0004_B,2,25,4,B,我们院一共有四百张床位。
2_0025_0005_A,2,25,5,A,住了大概多少人呢？
2_0025_0006_B,2,25,6,B,入住率为百分之九十四点五。
2_0025_0007_A,2,25,7,A,你们是机构还是社区呢？
2_0025_0008_B,2,25,8,B,我们院侧重于发展“以居家为基础、社区为依托、机构为支撑”的疗养模式。
2_0025_0009_A,2,25,9,A,那就是都有吗？
2_0025_0010_B,2,25,10,B,是的。
2_0025_0011_A,2,25,11,A,还想问一下你们养老院是怎么收费的呢？
2_0025_0012_B,2,25,12,B,不好意思，具体费用信息需要特定相关人员进行解答，如果您有疑问，我可以帮您预约。
2_0025_0013_A,2,25,13,A,不是不是，我不是问收多少，我的意思是你们是比如说交押金呢还是办会员呢？
2_0025_0014_B,2,25,14,B,我们养老院采取押金制收费模式。
2_0025_0015_A,2,25,15,A,交了押金之后呢，后续费用怎么算呢？
2_0025_0016_B,2,25,16,B,我院规定入住前，安养人需先缴纳一定的押金，再按月缴纳房费与服务费等，而后才能入住，缴纳押金可返还。
2_0025_0017_A,2,25,17,A,哦哦，那你们是就这一栋楼吗？还是还有其他的楼呢？
2_0025_0018_B,2,25,18,B,我院由南北两栋楼组成。
2_0025_0019_A,2,25,19,A,两栋楼分别是用来干嘛的呢？
2_0025_0020_B,2,25,20,B,北楼为我院的康复医院，长者公寓南楼为居住及活动区域。
2_0025_0021_A,2,25,21,A,那南楼的每层是分别干什么的呢？
2_0025_0022_B,2,25,22,B,一层为餐厅、学堂等公共活动区域；二层为失智照护区与公共活动区；三层为护理、半护理专区；其余楼层为半自理、自理区。
2_0025_0023_A,2,25,23,A,照护区和活动区放一层这样好吗？
2_0025_0024_B,2,25,24,B,您放心，我们是做好了区域分隔管理的，不会影响到失智照护。
2_0025_0025_A,2,25,25,A,那个，你们院装的有新风系统吗？我看有些院好像就没有。
2_0025_0026_B,2,25,26,B,有的，您请放心。
2_0025_0027_A,2,25,27,A,那取暖是空调还是地暖呢？
2_0025_0028_B,2,25,28,B,我院房间内设有中央空调，公共区域为地暖供热。
2_0025_0029_A,2,25,29,A,哦哦好的。
2_0025_0030_B,2,25,30,B,嗯呢，您还有什么问题吗？
2_0025_0031_A,2,25,31,A,没有了谢谢。
2_0025_0032_B,2,25,32,B,没事的，不客气。
2_0026_0001_A,2,26,1,A,你好。
2_0026_0002_B,2,26,2,B,您好，请问有什么能为您服务的。
2_0026_0003_A,2,26,3,A,请问你们养老院会负责老人衣服的换洗吗？
2_0026_0004_B,2,26,4,B,生活不能自理的老人的衣服我们是负责清洗的，其余的我们提供洗衣房。
2_0026_0005_A,2,26,5,A,洗衣房里面是人工手洗吗还是自动洗衣机呢？
2_0026_0006_B,2,26,6,B,都有的，人工洗衣服务是每件三元，如有严重污渍如大便等需每件加收两元。
2_0026_0007_A,2,26,7,A,那自动洗衣机是免费的吗？
2_0026_0008_B,2,26,8,B,不是的，也是付费洗衣机。
2_0026_0009_A,2,26,9,A,昂，那我们提前交的生活费里包括什么呢？
2_0026_0010_B,2,26,10,B,包括床位费，护理费和伙食费。
2_0026_0011_A,2,26,11,A,水电气不包括在内吗？
2_0026_0012_B,2,26,12,B,是的，都是要根据实际使用情况收费的。
2_0026_0013_A,2,26,13,A,那你们提供哪些床上用品呢？
2_0026_0014_B,2,26,14,B,我们只提供床位和褥子，其余均需自带。
2_0026_0015_A,2,26,15,A,那床上用品可以在你们养老院买到吗？
2_0026_0016_B,2,26,16,B,可以的，如有需要可以在办理入住时向相关人员说明。
2_0026_0017_A,2,26,17,A,那你们提供的这个质量好吗？
2_0026_0018_B,2,26,18,B,都是标准品质的床上用品，如果追求更高质量或者需要两套换洗，建议自行在网上或者专卖店购买。
2_0026_0019_A,2,26,19,A,哦哦好。对，那你们附近有什么大型超市卖这个的吗？
2_0026_0020_B,2,26,20,B,有的，在我院三百米以内有家大型连锁超市，到时候您可以去看一下。
2_0026_0021_A,2,26,21,A,好的行。
2_0026_0022_B,2,26,22,B,好呢，您还有什么问题吗？
2_0026_0023_A,2,26,23,A,没有了，谢谢你。
2_0026_0024_B,2,26,24,B,没事，很高兴为您服务。
2_0027_0001_A,2,27,1,A,你好。
2_0027_0002_B,2,27,2,B,您好，请问有什么能为您服务的。
2_0027_0003_A,2,27,3,A,请问老人在入住期间可以用手机吗？
2_0027_0004_B,2,27,4,B,可以的，我们还开设有手机班。
2_0027_0005_A,2,27,5,A,那万一老人一天就在那玩手机了怎么办呢？
2_0027_0006_B,2,27,6,B,不会的，我们每周会为老人制定不同的日程表，会督促老人动起来的。
2_0027_0007_A,2,27,7,A,时间都是满的吗？
2_0027_0008_B,2,27,8,B,也不是的，只是上午和下午的部分时间段有集体安排，其余时间都是自由活动。
2_0027_0009_A,2,27,9,A,哦哦，我就是担心我们家老人手机玩太多了。
2_0027_0010_B,2,27,10,B,这个您放心，我们照护人员会时刻注意着老人的，如果玩手机时间太长，我们会建议老人走走动动的。
2_0027_0011_A,2,27,11,A,行，那就好，你们可以随时和家属保持沟通的吧。
2_0027_0012_B,2,27,12,B,是的，家属也可以自行探望。
2_0027_0013_A,2,27,13,A,随时都可以吗？
2_0027_0014_B,2,27,14,B,也不是的，探视时间是上午九点到十一点，下午十四点到十九点。
2_0027_0015_A,2,27,15,A,哦哦行。
2_0027_0016_B,2,27,16,B,嗯呢， 您还有什么问题吗？
2_0027_0017_A,2,27,17,A,没有了。
2_0027_0018_B,2,27,18,B,好的，您有问题再随时问我。
