FileName,DomainID,ConversationID,UtteranceID,SpeakerID,PlainText
4_0049_0001_A,4,49,1,A,喂？
4_0049_0002_B,4,49,2,B,您好，请问有什么需要帮助的吗？
4_0049_0003_A,4,49,3,A,我想问一下这个牙疼我该去哪儿看看啊？
4_0049_0004_B,4,49,4,B,您可以去口腔科室就医。
4_0049_0005_A,4,49,5,A,那我这个牙疼之外啊，还嗓子疼，口干是怎么回事啊？
4_0049_0006_B,4,49,6,B,您好，首先考虑是出现了急性咽喉炎，并且。出现了支气管炎的情况，建议你平时尽量不要吃油腻生冷的东西，清淡饮食为主。可以配合做一个喉镜检查。
4_0050_0001_A,4,50,1,A,小天
4_0050_0002_B,4,50,2,B,我在
4_0050_0003_A,4,50,3,A,我最近准备去医院，有什么注意事项吗
4_0050_0004_B,4,50,4,B,请问您要选择什么医院呢
4_0050_0005_A,4,50,5,A,我还没有想好
4_0050_0006_B,4,50,6,B,那需要提前了解需不需要线上预约
4_0050_0007_A,4,50,7,A,好的
4_0050_0008_B,4,50,8,B,请问您哪里不舒服呢
4_0050_0009_A,4,50,9,A,我的胃有一点不舒服
4_0050_0010_B,4,50,10,B,那您还需要提前了解是否要早上断食
4_0050_0011_A,4,50,11,A,还有什么注意事项吗
4_0050_0012_B,4,50,12,B,线上预约的话可能需要您尽快
4_0050_0013_A,4,50,13,A,好的我了解了
4_0050_0014_B,4,50,14,B,小天还有什么可以帮助您的吗
4_0050_0015_A,4,50,15,A,没有了谢谢
4_0050_0016_B,4,50,16,B,很高兴为你服务
4_0051_0001_A,4,51,1,A,小天
4_0051_0002_B,4,51,2,B,我在
4_0051_0003_A,4,51,3,A,我想要打印我的报告单
4_0051_0004_B,4,51,4,B,请输入您的身份证号码
4_0051_0005_A,4,51,5,A,好了
4_0051_0006_B,4,51,6,B,请您摘下口罩，不要带墨镜和帽子
4_0051_0007_A,4,51,7,A,好了
4_0051_0008_B,4,51,8,B,即将进行人脸识别
4_0051_0009_A,4,51,9,A,可以了吗
4_0051_0010_B,4,51,10,B,匹配成功
4_0051_0011_A,4,51,11,A,我想要打印我上个月的体检报告单
4_0051_0012_B,4,51,12,B,正在查找您上个月的报告单
4_0051_0013_A,4,51,13,A,找到了吗
4_0051_0014_B,4,51,14,B,请您稍等
4_0051_0015_A,4,51,15,A,应该是十二月二十日
4_0051_0016_B,4,51,16,B,找到了
4_0051_0017_A,4,51,17,A,请问您是双面打印吗
4_0051_0018_B,4,51,18,B,单面打印
4_0051_0019_A,4,51,19,A,正在打印中请不要离开
4_0051_0020_B,4,51,20,B,好的
4_0051_0021_A,4,51,21,A,打印完毕
4_0051_0022_B,4,51,22,B,谢谢你
4_0051_0023_A,4,51,23,A,请问还有什么可以帮助您的吗
4_0051_0024_B,4,51,24,B,没了谢谢
4_0052_0001_A,4,52,1,A,小天
4_0052_0002_B,4,52,2,B,我在
4_0052_0003_A,4,52,3,A,眼眶发青是怎么回事
4_0052_0004_B,4,52,4,B,最近两个月眼眶发青，引起的原因有很多
4_0052_0005_A,4,52,5,A,那一般是什么呢
4_0052_0006_B,4,52,6,B,常见的为眼睛视疲劳，黑眼圈
4_0052_0007_A,4,52,7,A,有专业解释吗
4_0052_0008_B,4,52,8,B,中医认为是肝风内动，脾胃虚弱，水湿内停
4_0052_0009_A,4,52,9,A,那与中医有关系吗
4_0052_0010_B,4,52,10,B,另外与服用的中药可能也是有关系的
4_0052_0011_A,4,52,11,A,那我应该怎么办
4_0052_0012_B,4,52,12,B,建议医院的中医科就诊，需要使用合适的中药治疗
4_0052_0013_A,4,52,13,A,那中药怎么治疗啊
4_0052_0014_B,4,52,14,B,一般常用祛风，利水渗湿健脾的中药治疗，是可以起到治疗效果的
4_0052_0015_A,4,52,15,A,平时需要注意什么吗
4_0052_0016_B,4,52,16,B,平时避免吃辛辣食物和饮酒，多吃蔬菜和水果
4_0053_0001_A,4,53,1,A,你好，想做核酸检测。
4_0053_0002_B,4,53,2,B,您好，请问您有预约吗？
4_0053_0003_A,4,53,3,A,没有，能现在约一下吗？
4_0053_0004_B,4,53,4,B,可以的，系统为您查询到今日可预约的核酸检测时间段位下午两点到三点和三点到四点。
4_0053_0005_A,4,53,5,A,我要两点到三点的。
4_0053_0006_B,4,53,6,B,好的， 请您输入就诊人身份证信息以及手机号码。
4_0053_0007_A,4,53,7,A,确认完毕。
4_0053_0008_B,4,53,8,B,好的，系统已为您成功预约，请您扫描屏幕上的二维码，选择合适的支付方式支付费用。
4_0053_0009_B,4,53,9,B,支付完成，正在为您打印预约号码和支付凭证，请稍等。打印完成。
4_0053_0010_B,4,53,10,B,请您不要忘记扫面屏幕上方的二维码，提前填写好就诊人信息和流调信息。
4_0053_0011_A,4,53,11,A,好的，谢谢。
4_0053_0012_B,4,53,12,B,不客气，很高兴为您服务。
